year,month,temp_surf,precip,moisture_upper_soil
2013,1,299.1112060547,293.1737832259,38.9991607666
2013,2,298.8513793945,191.2419847213,38.2096328735
2013,3,298.9714355469,371.4604550041,38.6440467834
2013,4,298.7554931641,311.8538833223,39.9584350586
2013,5,298.6997680664,310.7851843815,39.6983337402
2013,6,298.1864624023,288.2275027223,40.8631286621
2013,7,298.5025024414,81.204928807,40.0280838013
2013,8,298.7592773438,66.5341753629,38.5929450989
2013,9,299.1068725586,125.4338964354,38.0278091431
2013,10,300.0123901367,44.1843937151,39.0559425354
2013,11,299.8719482422,242.9048570339,38.7437095642
2013,12,298.7584838867,438.9636344276,39.5983505249
2014,1,298.7728881836,276.1414940469,39.4096984863
2014,2,298.862121582,222.379809944,36.7206954956
2014,3,298.8316040039,344.3695865572,39.2538261414
2014,4,298.4610595703,507.561783772,40.1145439148
2014,5,298.6197509766,187.8362058196,35.9175720215
2014,6,298.298034668,212.7524858806,26.4813804626
2014,7,298.3992919922,116.7728842702,19.3678894043
2014,8,298.8359985352,131.2908728141,18.9923706055
2014,9,299.135925293,237.1786509175,18.847869873
2014,10,299.0272827148,55.0599570852,30.7096138
2014,11,299.4487304688,168.208502233,39.9096107483
2014,12,298.5104980469,348.1484209187,40.7225418091
2015,1,298.6421508789,240.8604165539,40.48387146
2015,2,298.7095336914,435.5920096859,41.0227928162
2015,3,298.9077148438,325.137230102,40.2196578979
2015,4,298.3681030273,269.1278967541,38.8548202515
2015,5,298.6491088867,222.0430397429,40.5528717041
2015,6,298.4709472656,286.4245176315,36.4679908752
2015,7,298.7387695313,144.9242572999,35.3362846375
2015,8,298.8906860352,162.2713361867,37.9448013306
2015,9,298.8061523438,247.6588482969,38.2752227783
2015,10,298.5120849609,401.8331402913,38.9884300232
2015,11,298.7407836914,291.6373929475,39.8096656799
2015,12,298.8952636719,417.1610972844,40.5401000977
2016,1,298.742980957,427.1273226477,39.8563308716
2016,2,298.7705688477,246.4148523286,41.1771278381
2016,3,298.7761230469,374.3618801236,38.4805526733
2016,4,298.4574584961,518.8542315736,37.6466217041
2016,5,298.3022460938,384.3128294684,37.0156402588
2016,6,298.1997680664,297.7488187607,39.7404556274
2016,7,298.1462402344,191.3423349615,40.6302108765
2016,8,298.8257446289,112.402801984,39.3047904968
2016,9,298.7033691406,259.0795769356,38.618560791
2016,10,299.1345825195,107.6446711086,40.5172462463
2016,11,299.1181640625,162.9487804603,37.0458641052
2016,12,298.8130493164,291.3736647461,36.6246871948
2017,1,298.8306274414,402.0860055462,41.1386451721
2017,2,298.4666748047,502.156524919,39.0032119751
2017,3,298.6530761719,414.3410688266,38.4605751038
2017,4,298.4628295898,288.6302615516,38.3498077393
2017,5,298.2747802734,238.6003579013,38.953037262
2017,6,298.4417724609,129.72967315,40.6405563354
2017,7,298.5420532227,111.8122707121,40.7487945557
2017,8,298.9553222656,88.6495361337,38.1630058289
2017,9,299.2917480469,79.2721729958,39.3550491333
2017,10,300.6236572266,87.4537727796,38.2749137878
2017,11,300.0902709961,215.3945392929,36.8382148743
2017,12,298.7373046875,487.91320296,38.4546165466
2018,1,298.7362670898,493.2471737266,36.1803474426
2018,2,298.6035766602,367.0169818215,34.9055137634
2018,3,298.7360229492,305.2791226655,38.8159294128
2018,4,298.5587158203,414.3142509274,40.0044021606
2018,5,298.8424682617,355.2036029287,39.1197280884
2018,6,298.4216308594,155.3359483369,40.7244644165
2018,7,298.6345825195,149.0265283501,35.9267845154
2018,8,298.9086303711,131.1067590723,36.8529586792
2018,9,299.6403808594,104.5207064599,38.7118721008
2018,10,299.8005371094,97.1084333723,38.8513031006
2018,11,299.4544067383,210.191225633,38.7296524048
2018,12,299.1106567383,253.0366668943,39.5242576599
2019,1,299.318359375,343.7939258292,39.3516426086
2019,2,298.8093261719,476.5285332687,39.8495674133
2019,3,298.64453125,447.4012772553,39.2643241882
2019,4,298.7984619141,341.1366152577,39.4647483826
2019,5,298.7194824219,227.3371419869,39.2851333618
2019,6,298.5900268555,262.8871905617,34.2969474792
2019,7,298.0537109375,129.3936007423,35.5371284485
2019,8,299.1527709961,30.4257812386,30.4239292145
2019,9,299.7514038086,87.8427831922,31.9622764587
2019,10,299.6047973633,241.0034453496,31.1890010834
2019,11,300.1032104492,106.6664872924,40.1906433105
2019,12,299.2513427734,276.3640901539,36.910861969
2020,1,299.0294799805,481.5577757545,37.2092475891
2020,2,298.9825439453,425.4810959101,36.9897613525
2020,3,298.9925537109,394.5227544755,40.7520103455
2020,4,298.696472168,231.04815837,38.2604217529
2020,5,298.477722168,325.7275633514,35.9781532288
2020,6,298.5042724609,204.5234455727,31.2929115295
2020,7,298.5713500977,274.5489031076,23.7373104095
2020,8,298.5281982422,60.0967055652,23.7667312622
2020,9,298.8315429688,183.8692124002,25.1439056396
2020,10,299.5875244141,94.6218181634,31.7410125732
2020,11,299.66015625,141.7291837279,39.6582260132
2020,12,299.2367553711,314.2592527438,37.9466209412
2021,1,298.8975830078,397.0288136043,37.13539505
2021,2,298.762878418,538.2348974235,39.4922180176
2021,3,299.1301269531,541.7041755281,40.459980011
2021,4,298.997253418,265.3661300428,37.6730804443
2021,5,299.0527954102,272.2591222264,37.4264068604
2021,6,298.553894043,151.8968450837,36.7684860229
2021,7,298.5806274414,274.1422404069,36.1082839966
2021,8,298.7247924805,97.5594342453,36.6116714478
2021,9,299.8395385742,30.8377268957,39.219745636
2021,10,299.7916870117,192.408940522,38.2205276489
2021,11,300.4780273438,88.1557435496,39.4271469116
2021,12,299.0881958008,308.2406900357,39.3821525574
2022,1,299.0744628906,431.8141182885,37.8611450195
2022,2,299.3065795898,261.9261404034,37.8391265869
2022,3,299.4873657227,257.3757728096,39.5818824768
2022,4,299.4685668945,397.8165281005,40.4745178223
2022,5,299.6364135742,162.3016996309,39.4135131836
2022,6,299.3193969727,177.5468832348,41.196434021
2022,7,299.3538818359,50.8414987125,39.7394104004
2022,8,300.1392822266,46.883755771,40.8555793762
2022,9,301.3472290039,41.753531259,39.132774353
2022,10,301.4745483398,67.2082485398,38.6944885254
2022,11,301.3572387695,144.1618708195,38.8353500366
2022,12,299.5260620117,219.2989953328,38.6180381775
2023,1,299.1118774414,412.9360523075,39.1203536987
2023,2,298.7807617188,599.3743892759,38.4734535217
2023,3,299.0056152344,415.7208516262,40.4960136414
2023,4,298.8697509766,473.854098469,40.7622032166
2023,5,299.1298828125,284.6467285417,40.8314933777
2023,6,298.7346191406,168.7646058854,37.7017021179
2023,7,299.0485839844,165.6510138419,38.7417984009
2023,8,299.4979248047,89.522815193,36.5881729126
2023,9,299.9617919922,111.1406822456,37.7921981812
2023,10,299.6837158203,218.6849936843,38.4100608826
2023,11,299.7980957031,178.0708129518,39.4982299805
2023,12,299.6481323242,249.9385206029,38.8852767944
2024,1,299.5321655273,265.2900139801,39.1418418884
2024,2,299.0698242188,327.4903027341,36.8026504517
2024,3,298.9998779297,584.188555833,41.4933929443
2024,4,299.0904541016,392.9759161547,39.5185699463
2024,5,299.0989990234,278.3589684404,39.7698974609
2024,6,299.3404541016,101.2627749005,40.3032188416
2024,7,298.5699462891,51.9395662704,32.8338661194
2024,8,299.8608398438,87.5592904631,32.6647949219
2024,9,300.3521118164,79.4389267685,26.0463352203
2024,10,299.850769043,208.3274382167,32.6587715149
2024,11,299.4275512695,252.5923610665,37.6644287109
2024,12,299.3364257813,293.2867503259,39.2892074585
2025,1,299.3671875,301.838925574,38.0058898926
2025,2,299.0328979492,403.6845183,39.9278526306
2025,3,299.2775268555,384.0546836145,40.8283805847
2025,4,298.9707641602,321.1182039231,39.5232963562
2025,5,298.6365966797,465.7632401213,39.7896766663
2025,6,298.5834350586,294.2909693811,34.3102111816
2025,7,298.5442504883,76.7668823828,24.6512508392
2025,8,298.9677734375,113.1559191272,20.2843856812
2025,9,299.8554077148,112.5856993021,21.5819664001
2025,10,299.9224853516,123.4105312033,28.8785572052
2025,11,299.557800293,281.4190001227,38.8976097107
2025,12,299.491027832,193.6596126761,37.4786605835
2026,1,299.0794067383,299.6947949287,39.4426994324
2026,2,298.7497558594,630.9812637046,38.6062469482
2026,3,298.8013916016,385.2912490256,42.0991249084
2026,4,298.6012573242,310.8055524062,41.1963691711
2026,5,298.7442016602,399.4998321868,38.2487831116
2026,6,298.8535766602,337.6515707932,34.3399887085
2026,7,298.6427612305,319.1817328334,34.0914115906
2026,8,299.2021484375,68.5576018877,35.1935157776
2026,9,299.1116333008,249.6152159292,36.7346229553
2026,10,299.1286010742,280.1175964996,35.360168457
2026,11,299.0969848633,216.2839996163,40.3924827576
2026,12,299.2186889648,300.6658782251,38.9937896729
2027,1,298.9143066406,536.8017051369,38.9649047852
2027,2,299.1268920898,276.5150209889,36.8338279724
2027,3,299.2971801758,265.4657259118,38.9432945251
2027,4,298.8418579102,294.9547406752,39.0537796021
2027,5,298.9622192383,310.2437343914,39.4061126709
2027,6,298.3334960938,371.0351404734,42.4659996033
2027,7,298.2891845703,78.3600862487,40.3066291809
2027,8,299.3895263672,90.3211757541,39.1876029968
2027,9,299.5805053711,106.7909679841,38.4595375061
2027,10,300.2763061523,100.3317675786,38.2257461548
2027,11,300.5540161133,90.2553285705,38.0264205933
2027,12,299.3241577148,431.9334221072,37.2169723511
2028,1,299.12109375,377.8429264203,36.7684440613
2028,2,299.1038818359,364.4996825606,38.9496383667
2028,3,299.0454711914,316.8453695253,39.8277320862
2028,4,298.7126464844,416.0803849809,38.404914856
2028,5,298.727355957,389.2332916148,39.8874206543
2028,6,298.5415649414,116.2919820054,40.6533660889
2028,7,298.701171875,69.385774259,34.299621582
2028,8,299.2083740234,69.5656823809,29.3305912018
2028,9,299.8444824219,65.3385911719,30.0421447754
2028,10,301.2437133789,77.087414742,34.7836303711
2028,11,300.8155517578,171.7122739647,38.8963928223
2028,12,299.8637695313,225.8108414244,37.6545219421
2029,1,299.1736450195,363.0969291553,36.3406448364
2029,2,299.369934082,403.5787931643,37.9048118591
2029,3,299.4800415039,308.9896109886,41.4222183228
2029,4,299.034362793,384.2753749341,40.7448768616
2029,5,299.0143432617,314.0640025958,35.9750442505
2029,6,299.0062866211,170.7290075719,28.2263088226
2029,7,298.7689819336,95.6872073002,19.9051914215
2029,8,299.1348876953,245.3891148325,19.2177639008
2029,9,299.3757324219,13.0412065628,19.1476707458
2029,10,300.4609985352,136.2986157183,31.3935852051
2029,11,299.6381835938,238.1691026967,40.8267250061
2029,12,299.5046386719,277.1256091073,40.9007339478
2030,1,299.5405273438,286.1258243211,40.108341217
2030,2,299.4135742188,548.7105119973,42.2999000549
2030,3,299.0733642578,413.5956368409,40.8016166687
2030,4,299.0399169922,558.9937996119,39.4055290222
2030,5,299.0133666992,307.9425247852,41.7495002747
2030,6,299.1387939453,141.0398298176,39.1358108521
2030,7,298.9247436523,49.5604536845,39.5197029114
2030,8,299.8212890625,81.4075246453,39.184715271
2030,9,300.3051757813,134.041989455,40.9292831421
2030,10,300.7351074219,130.665565026,39.5750083923
2030,11,300.1199951172,207.7311831526,39.2067642212
2030,12,299.3129272461,231.2432387844,40.7718315125
2031,1,299.3731689453,279.4919020962,40.9968566895
2031,2,299.1699829102,595.4215591773,38.6425628662
2031,3,299.1167602539,338.2698534988,39.8600273132
2031,4,299.0803833008,424.398271367,39.7698287964
2031,5,299.2618408203,233.1100436859,40.8475494385
2031,6,299.1217041016,156.4593674848,41.9550895691
2031,7,298.9364624023,70.2351586078,40.3189735413
2031,8,299.2436523438,23.0661514797,40.1245956421
2031,9,301.3219604492,27.0216878853,40.3899040222
2031,10,301.8679199219,41.2793570431,39.6935653687
2031,11,300.9286499023,205.9189758729,37.6189346313
2031,12,299.4491577148,250.5971998908,37.6141204834
2032,1,299.0541381836,348.4385143965,36.8252906799
2032,2,299.1818237305,428.032417316,37.0246810913
2032,3,299.4633789063,314.6083757747,38.5614929199
2032,4,299.3384399414,377.3901904933,39.2080039978
2032,5,299.2194824219,196.8252751976,38.6689529419
2032,6,299.2073974609,100.2164996462,41.0675354004
2032,7,299.3100585938,168.5346546583,37.7995834351
2032,8,299.9981689453,53.7816372234,39.3618392944
2032,9,300.1163330078,83.8809006382,35.7809486389
2032,10,301.0948486328,65.6553139561,39.3306999207
2032,11,301.3804321289,105.8548120782,39.0144691467
2032,12,300.8162841797,150.1892596716,38.6548423767
2033,1,299.658203125,367.171024438,37.2308731079
2033,2,299.4191894531,254.9775133375,38.7134170532
2033,3,299.1762084961,670.6119328737,39.9600219727
2033,4,299.4147949219,348.4003432095,39.6999092102
2033,5,299.1746826172,267.4035171513,38.4473419189
2033,6,298.8636474609,157.0344624342,31.3884944916
2033,7,298.9481811523,32.0569016912,32.5591621399
2033,8,300.3480834961,40.8752309158,29.5615386963
2033,9,301.7248535156,47.8568428662,31.211774826
2033,10,301.7421264648,149.4912776398,34.5198860168
2033,11,300.5770874023,148.3418421121,40.7452888489
2033,12,299.9583129883,222.4179999903,40.1237182617
2034,1,299.3295288086,485.0015561096,37.1472892761
2034,2,299.1938476563,374.8482232913,36.4108848572
2034,3,299.227355957,330.6262241676,41.2527427673
2034,4,299.0938110352,368.3208748698,40.180065155
2034,5,299.0406494141,290.71309953,38.4781570435
2034,6,298.7984008789,175.1170533244,35.7205047607
2034,7,298.9659423828,57.2996995761,34.8984222412
2034,8,299.41796875,119.6842670906,33.3189582825
2034,9,300.7487792969,16.5159043536,34.4857406616
2034,10,300.3252563477,223.5260959715,35.8591957092
2034,11,300.7875976563,57.9697651556,41.0886268616
2034,12,300.4974975586,158.3097176626,38.774772644
2035,1,299.6126708984,334.0470716357,36.6146659851
2035,2,299.5170288086,276.3500399888,37.9621238708
2035,3,299.4057006836,407.5708505698,40.3393554688
2035,4,299.5573730469,229.337470606,40.592666626
2035,5,299.4852905273,193.6399047263,39.3068199158
2035,6,299.5083618164,295.7036993466,36.6252250671
2035,7,299.4706420898,204.0650707204,37.3804168701
2035,8,299.4735107422,104.9432015279,37.0798721313
2035,9,299.6947631836,195.2586534899,34.4632225037
2035,10,299.8926391602,184.9342526402,38.1543045044
2035,11,300.1499633789,94.9265275849,40.8250694275
2035,12,299.703918457,220.1464937534,39.7085800171
2036,1,299.5479125977,403.3266822807,39.9656791687
2036,2,299.1364746094,466.4280675352,39.7041778564
2036,3,299.1653442383,372.5712290034,39.353225708
2036,4,299.1791381836,506.6337184981,38.9790344238
2036,5,299.4446411133,166.2738982122,39.8919792175
2036,6,298.9982299805,242.6395446528,40.8615112305
2036,7,298.8717041016,106.0951924883,36.8807106018
2036,8,299.5269775391,51.4352973551,40.1096916199
2036,9,300.0994873047,89.4408056047,39.8497428894
2036,10,300.2597045898,221.0289572831,40.1595993042
2036,11,299.8635253906,151.798239327,38.3142929077
2036,12,299.5615234375,302.0698952023,38.1123962402
2037,1,299.521484375,367.1650649048,35.7899093628
2037,2,299.0536499023,320.9198797122,39.6984710693
2037,3,299.07421875,408.4752663039,38.4389648438
2037,4,299.3582763672,254.6984148212,39.376789093
2037,5,299.3536987305,196.9168558717,40.7329025269
2037,6,299.2171630859,234.6383433323,35.7374000549
2037,7,299.1328125,89.6198556293,32.7920036316
2037,8,299.923828125,34.807247459,27.4719657898
2037,9,300.2018432617,105.3150405642,37.0596199036
2037,10,299.884765625,125.0520054018,38.9631500244
2037,11,299.5686035156,273.4016363975,39.8508148193
2037,12,299.1695556641,361.5942969918,38.2454071045
2038,1,298.9997558594,346.1814732291,38.5424461365
2038,2,299.205871582,422.279431019,39.1952323914
2038,3,298.8797607422,620.6242740154,39.0820770264
2038,4,298.8184204102,551.9856149331,39.3099021912
2038,5,298.8603515625,332.4772627093,39.4915733337
2038,6,298.8270263672,218.6093868222,36.7108840942
2038,7,299.0329589844,40.4517457355,33.6649703979
2038,8,299.253112793,123.4331717715,25.2227630615
2038,9,299.2698974609,262.0800132863,22.6105422974
2038,10,299.5063476563,123.1405605795,32.9260864258
2038,11,299.1898193359,217.2151389532,41.0101623535
2038,12,298.9673461914,311.0601715744,41.7731971741
2039,1,299.271484375,402.8923530132,37.0742378235
2039,2,299.29296875,202.9491481371,39.8288269043
2039,3,299.4877319336,120.193580864,40.4789924622
2039,4,299.2210083008,201.0411168449,40.106174469
2039,5,298.9457397461,262.5799351372,38.8126182556
2039,6,298.827331543,152.633931837,33.10496521
2039,7,298.5829467773,157.0476545021,22.9360694885
2039,8,299.4981079102,15.3251115989,19.806022644
2039,9,300.4994506836,64.1230868641,20.85496521
2039,10,301.1130981445,162.2087422293,35.6010742188
2039,11,299.5069580078,247.9861888569,38.8854064941
2039,12,299.1285400391,296.8785760459,37.9161872864
2040,1,299.0923461914,235.2581159212,37.7786102295
2040,2,299.1517333984,444.9147186242,40.1175842285
2040,3,299.2723388672,262.0096870232,40.9904174805
2040,4,298.8139038086,527.5161112659,40.4319114685
2040,5,298.7659301758,429.5735978521,38.9617500305
2040,6,298.9916381836,238.0923642777,38.4567146301
2040,7,298.9654541016,215.7979016192,38.3098106384
2040,8,299.3008422852,163.4589806199,38.6683692932
2040,9,299.9755859375,57.1570621105,39.2534866333
2040,10,299.9686279297,308.6291912477,38.703327179
2040,11,299.6343994141,160.2831529453,39.2841148376
2040,12,299.5980224609,137.0987490518,39.3706817627
2041,1,299.3355712891,269.8708204553,39.6432762146
2041,2,298.9453125,398.9391080104,37.3367271423
2041,3,298.9244384766,405.4108215496,39.6401176453
2041,4,299.1052246094,316.7001153342,37.3706207275
2041,5,298.9392089844,314.7236814257,40.3844909668
2041,6,298.8599243164,55.7885383023,40.7279052734
2041,7,298.6207885742,23.6172739242,40.7914123535
2041,8,300.3460083008,39.0188976307,38.5631065369
2041,9,300.6898193359,119.8637508787,37.8469200134
2041,10,299.8813476563,226.6569065396,39.9829330444
2041,11,299.4995727539,200.5589981563,40.4972648621
2041,12,299.5217285156,199.1255795583,38.0276985168
2042,1,299.0861816406,558.4637406282,37.397693634
2042,2,299.3222045898,454.9093083479,39.6035690308
2042,3,299.1782836914,408.2422410138,38.9079093933
2042,4,298.8553466797,372.1560230479,39.3489074707
2042,5,298.9963989258,261.980191106,39.7667236328
2042,6,298.8168334961,270.2964555938,40.6910324097
2042,7,298.9805908203,99.7291946551,36.8592147827
2042,8,299.1098022461,190.5694250017,40.3103904724
2042,9,299.4248657227,111.5573686548,39.0257720947
2042,10,299.6940307617,82.2409634711,39.1687011719
2042,11,300.0814819336,127.9942797264,38.3428993225
2042,12,299.40234375,407.03490749,38.327545166
2043,1,299.258972168,370.1871139929,37.8358840942
2043,2,299.3015136719,385.7944901101,36.020614624
2043,3,299.0220336914,432.9158021137,39.5605010986
2043,4,298.6658325195,591.6374819353,39.9306106567
2043,5,299.0855712891,252.4574229028,36.7238998413
2043,6,298.3151245117,38.0105978984,34.1564826965
2043,7,298.6005859375,83.2237866707,30.9643363953
2043,8,299.9075317383,39.01464722,24.0904884338
2043,9,300.7618408203,103.3274796791,25.2231426239
2043,10,300.3487548828,133.0057473388,38.2109222412
2043,11,299.7171630859,196.4505789801,40.83618927
2043,12,299.3992919922,211.5549403243,38.8171081543
2044,1,299.241027832,306.0355118942,37.261806488
2044,2,298.9662475586,506.8287989125,35.364730835
2044,3,299.1346435547,313.7668557465,40.133026123
2044,4,299.0530395508,315.5123766046,39.5055618286
2044,5,299.2733764648,183.6131787859,37.3068237305
2044,6,299.0615844727,122.5880307611,35.531955719
2044,7,299.1435546875,126.6894059954,38.6123161316
2044,8,299.4106445313,319.2678820342,32.6291809082
2044,9,299.4321289063,106.9552794797,28.9306678772
2044,10,299.9176635742,123.9024189999,36.1805877686
2044,11,299.7442016602,184.4983391929,39.2795791626
2044,12,299.5676269531,230.4028880317,39.2396850586
2045,1,299.4234008789,475.411912892,38.1842536926
2045,2,299.0874633789,339.5556793548,37.8081321716
2045,3,298.9313964844,467.1435132623,39.3122634888
2045,4,299.098815918,283.1935831346,38.3604736328
2045,5,299.0388183594,237.2446206864,39.0167274475
2045,6,298.8467407227,248.0268683285,40.0548171997
2045,7,299.1220092773,133.8915206725,39.2777481079
2045,8,299.3929443359,144.6419055574,38.1492271423
2045,9,299.348815918,119.3545974093,39.2872581482
2045,10,299.8604736328,163.461658638,38.8862304688
2045,11,299.6860351563,169.2146637943,38.8839035034
2045,12,299.7533569336,238.1965806708,39.7302322388
2046,1,299.1647949219,332.3317067698,38.9958152771
2046,2,299.1309204102,199.6974495705,36.5808143616
2046,3,299.0363769531,494.0710980445,38.188873291
2046,4,299.3627319336,166.356237838,38.5740280151
2046,5,299.2114868164,278.6702220328,40.5405540466
2046,6,299.2807617188,194.8326034471,39.9964027405
2046,7,298.9041137695,52.4471874232,39.8359680176
2046,8,300.2297363281,20.019740914,39.7593078613
2046,9,301.0238647461,132.7530140989,39.6670341492
2046,10,301.0503540039,123.1194193242,39.4677734375
2046,11,299.7888793945,182.7338836156,38.1948204041
2046,12,299.2638549805,258.5506306496,37.7466049194
2047,1,299.2168579102,484.2924093828,37.1163673401
2047,2,299.3524169922,419.4424292073,38.186126709
2047,3,299.6438598633,342.8406645544,39.6037025452
2047,4,299.5928344727,334.8431219347,38.4856796265
2047,5,299.4959716797,322.6436935365,38.4556427002
2047,6,299.1943969727,90.7228313154,40.6532783508
2047,7,299.3739013672,203.5429703537,38.056186676
2047,8,299.6572265625,140.1796391001,32.1807060242
2047,9,299.9225463867,76.4842854696,36.2651596069
2047,10,299.921875,190.1796413586,38.6984863281
2047,11,300.1259765625,158.9527437463,38.6387405396
2047,12,299.9065551758,204.641580116,38.8361091614
2048,1,299.6627807617,468.2342964225,39.139667511
2048,2,299.7160644531,464.4507472403,36.0513801575
2048,3,299.7346801758,360.8163893223,38.4654273987
2048,4,299.5520629883,199.0751875564,40.0333023071
2048,5,299.1856689453,188.1253563333,36.8432426453
2048,6,299.0465698242,118.7043670798,31.2315940857
2048,7,299.2981567383,54.6638320084,20.4685401917
2048,8,300.5300292969,31.090174889,19.3719444275
2048,9,301.8217163086,63.5391657706,19.3914222717
2048,10,301.8567504883,97.9278974701,34.876285553
2048,11,301.3767089844,130.6659044931,37.7670211792
2048,12,300.0263061523,268.2443771046,40.9993782043
2049,1,299.8847045898,262.8121117596,40.151550293
2049,2,299.5744018555,233.5722092539,41.628364563
2049,3,299.431640625,618.0030223913,42.1288261414
2049,4,299.2650756836,559.7730651498,40.4851036072
2049,5,299.44921875,462.2784596868,40.6662864685
2049,6,299.4981079102,121.3686084375,40.4608459473
2049,7,299.2650756836,115.6055701431,39.5675392151
2049,8,299.969543457,83.1586844288,39.6488227844
2049,9,300.8037109375,93.4423209401,40.4536781311
2049,10,300.3221435547,207.3654639535,40.5154075623
2049,11,300.4342041016,195.6542080734,41.1316871643
2049,12,300.0417480469,253.4337490797,39.794052124
2050,1,300.0109863281,193.0108533707,38.6077766418
2050,2,299.7186889648,547.9609309696,37.9861831665
2050,3,299.5736694336,302.6655090507,39.9490394592
2050,4,299.3173217773,333.8244566694,39.3045883179
2050,5,299.5679321289,189.9653999135,41.2861824036
2050,6,299.6527099609,101.4470583759,40.4499893188
2050,7,299.5971679688,112.3105235165,40.2529411316
2050,8,299.5469970703,129.2336834595,38.4247055054
2050,9,300.2075195313,125.0998796895,37.9935035706
2050,10,300.8544921875,75.0334314653,40.5108833313
2050,11,300.1214599609,304.1841338854,39.5971603394
2050,12,300.1220703125,204.0555656422,38.8390312195
2051,1,300.0386352539,324.1556044668,37.4626579285
2051,2,299.9184570313,86.3109945785,35.890838623
2051,3,299.8220825195,277.527726721,37.2216300964
2051,4,299.4719238281,431.4156593755,40.5935821533
2051,5,299.3500976563,404.622616712,37.3890113831
2051,6,299.2420043945,98.3035083627,39.8588142395
2051,7,299.4100952148,71.7952078558,39.1146965027
2051,8,299.8524780273,93.6151568312,39.6712913513
2051,9,300.8967895508,40.2446755324,37.7438430786
2051,10,300.8231201172,204.2326165829,38.0683403015
2051,11,300.5977783203,149.6934680035,38.7638244629
2051,12,299.5721435547,359.3321260996,39.1784057617
2052,1,299.56640625,369.2657249048,38.4787788391
